time,position,velocity,torque
0.000000000000000000e+00,1.907377737087045944e-04,5.494505494507251342e-03,2.051282051282043994e-02
5.000114440917968750e-03,1.907377737087045944e-04,1.043956043956058011e-01,8.791208791208759976e-03
1.000022888183593750e-02,1.907377737087045944e-04,1.043956043956058011e-01,8.791208791208759976e-03
1.500105857849121094e-02,1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
2.000141143798828125e-02,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
2.500224113464355469e-02,1.907377737087045944e-04,3.846153846154010125e-02,2.930402930402919992e-03
3.000330924987792969e-02,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
3.500437736511230469e-02,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
4.000496864318847656e-02,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
4.500532150268554688e-02,1.907377737087045944e-04,1.043956043956058011e-01,2.930402930402919992e-03
5.000591278076171875e-02,1.907377737087045944e-04,1.043956043956058011e-01,2.930402930402919992e-03
5.500626564025878906e-02,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
6.000638008117675781e-02,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
6.500697135925292969e-02,-1.907377737087045944e-04,-6.043956043956200119e-02,2.930402930402919992e-03
7.000780105590820312e-02,1.907377737087045944e-04,-2.747252747252915128e-02,2.930402930402919992e-03
7.500815391540527344e-02,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
8.000850677490234375e-02,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
8.501195907592773438e-02,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
9.001231193542480469e-02,1.907377737087045944e-04,7.142857142857295116e-02,8.791208791208759976e-03
9.501266479492187500e-02,1.907377737087045944e-04,1.043956043956058011e-01,8.791208791208759976e-03
1.000130176544189453e-01,-1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
1.050136089324951172e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
1.100139617919921875e-01,1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
1.150143146514892578e-01,1.907377737087045944e-04,7.142857142857295116e-02,8.791208791208759976e-03
1.200172901153564453e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
1.250176429748535156e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
1.300179958343505859e-01,1.907377737087045944e-04,3.846153846154010125e-02,2.930402930402919992e-03
1.350188255310058594e-01,1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
1.400194168090820312e-01,1.907377737087045944e-04,7.142857142857295116e-02,2.930402930402919992e-03
1.450197696685791016e-01,-1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
1.501462459564208984e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
1.551468372344970703e-01,-1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
1.601576805114746094e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
1.651582717895507812e-01,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
1.701591014862060547e-01,1.907377737087045944e-04,-2.747252747252915128e-02,2.930402930402919992e-03
1.751592159271240234e-01,1.907377737087045944e-04,-2.747252747252915128e-02,2.930402930402919992e-03
1.801595687866210938e-01,1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
1.851599216461181641e-01,1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
1.901605129241943359e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
1.951618194580078125e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
2.001633644104003906e-01,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
2.051637172698974609e-01,1.907377737087045944e-04,-2.747252747252915128e-02,8.791208791208759976e-03
2.101640701293945312e-01,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
2.151644229888916016e-01,-1.907377737087045944e-04,-2.747252747252915128e-02,2.930402930402919992e-03
2.201700210571289062e-01,1.907377737087045944e-04,-2.747252747252915128e-02,2.930402930402919992e-03
2.251703739166259766e-01,-1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
2.301707267761230469e-01,-1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
2.351713180541992188e-01,5.722133211261137831e-04,1.923076923076934008e-01,2.930402930402919992e-03
2.401719093322753906e-01,1.907377737087045944e-04,3.846153846154010125e-02,2.930402930402919992e-03
2.451722621917724609e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
2.501728534698486328e-01,1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
2.551734447479248047e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
2.601737976074218750e-01,1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
2.651739120483398438e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
2.701835632324218750e-01,1.907377737087045944e-04,1.043956043956058011e-01,2.930402930402919992e-03
2.751843929290771484e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
2.801849842071533203e-01,1.907377737087045944e-04,5.494505494507251342e-03,2.930402930402919992e-03
2.851855754852294922e-01,-1.907377737087045944e-04,-6.043956043956200119e-02,8.791208791208759976e-03
2.901859283447265625e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
2.952616214752197266e-01,1.907377737087045944e-04,3.846153846154010125e-02,8.791208791208759976e-03
3.002631664276123047e-01,1.907377737087045944e-04,3.846153846154010125e-02,-2.930402930402919992e-03
3.052651882171630859e-01,1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
3.102657794952392578e-01,1.907377737087045944e-04,3.846153846154010125e-02,2.930402930402919992e-03
3.152661323547363281e-01,1.907377737087045944e-04,1.373626373626386510e-01,2.930402930402919992e-03
3.210251331329345703e-01,-1.907377737087045944e-04,5.494505494507251342e-03,8.791208791208759976e-03
3.260259628295898438e-01,1.907377737087045944e-04,1.043956043956058011e-01,8.791208791208759976e-03
