time,pos,vel,torque
2.200000000000005507e+00,2.323360650244395753e+00,3.142524029994429924e+00,8.609047194671675118e-01
2.250000000000005773e+00,2.467930114228383598e+00,2.651476315040624421e+00,7.065630869350838505e-01
2.300000000000006040e+00,2.589629825604743640e+00,2.227520322951100251e+00,5.737855035047643160e-01
2.350000000000005862e+00,2.691743907603079577e+00,1.867197099995331122e+00,4.606884633656722072e-01
2.400000000000006128e+00,2.777306739634797683e+00,1.564307752030383192e+00,3.642165546943456622e-01
2.450000000000006395e+00,2.849009805640281723e+00,1.311565540424704190e+00,2.814746879385223721e-01
2.500000000000006217e+00,2.909173268299448889e+00,1.101477623312715259e+00,2.090155051907421901e-01
2.550000000000006484e+00,2.959747017580880879e+00,9.268152868096770636e-01,1.443166081456391803e-01
2.600000000000006750e+00,3.002330259407785196e+00,7.807354799470610507e-01,8.414398784537790998e-02
2.650000000000006573e+00,3.038187792416192856e+00,6.567361272465183086e-01,2.621717594198168938e-02
2.700000000000006839e+00,3.068266130330835395e+00,5.485096442073508216e-01,-3.248989132071421204e-02
2.750000000000007105e+00,3.093193611619217354e+00,4.496008957791277072e-01,-9.491448807615743277e-02
2.800000000000006928e+00,3.113266260973829080e+00,3.531089478344593413e-01,-1.642956865921137710e-01
2.850000000000007194e+00,3.128415049004370285e+00,2.512502371619363406e-01,-2.444062494007137876e-01
2.900000000000007461e+00,3.138149035875978932e+00,1.348412866748577021e-01,-3.395626788386259531e-01
2.950000000000007727e+00,3.141592653589792672e+00,1.084202172485504434e-18,-4.126226426459090324e-01
