time,position,velocity,torque
5.160000000000000142e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.430775175893534978e-01
5.165000000000000036e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.613917507014038244e-01
5.169999999999999929e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.568131924233908681e-01
5.174999999999999822e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.568131924233908681e-01
5.179999999999999716e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.568131924233908681e-01
5.185000000000000497e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.613917507014038244e-01
5.190000000000000391e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.659703089794162811e-01
5.195000000000000284e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.751274255354412224e-01
5.200000000000000178e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.797059838134536791e-01
5.205000000000000071e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.797059838134536791e-01
5.209999999999999964e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.842845420914661358e-01
5.214999999999999858e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.797059838134536791e-01
5.219999999999999751e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.934416586474915489e-01
5.225000000000000533e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.980202169255045053e-01
5.230000000000000426e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.071773334815299183e-01
5.235000000000000320e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.025987752035169620e-01
5.240000000000000213e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.071773334815294187e-01
5.245000000000000107e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.071773334815294187e-01
5.250000000000000000e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.151023004863343857e-01
5.254999999999999893e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.196808587643468424e-01
5.259999999999999787e+00,3.141592653589793560e+00,1.409462824231155764e-18,-2.059451839303089449e-01
5.264999999999999680e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.876309508182586183e-01
5.270000000000000462e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.830523925402461616e-01
5.275000000000000355e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.830523925402461616e-01
5.280000000000000249e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.784738342622337048e-01
5.285000000000000142e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.909773595450511285e-01
5.290000000000000036e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.772416847110132587e-01
5.294999999999999929e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.635060098769753612e-01
5.299999999999999822e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.439596272137045607e-01
5.304999999999999716e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.302239523796667187e-01
5.310000000000000497e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.289918028284462448e-01
5.315000000000000391e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.289918028284462448e-01
5.320000000000000284e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.231810949992133142e-01
5.325000000000000178e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.127918288919674272e-01
5.330000000000000071e+00,3.141592653589793560e+00,1.409462824231155764e-18,-1.011704132335011219e-01
5.334999999999999964e+00,3.141592653589793560e+00,1.409462824231155764e-18,-7.369906356542582637e-02
